User-ID,Location,Age
39602,"melbourne, victoria, australia",50.0
39608,"ottawa, ontario, canada",32.0
39616,"las vegas, nevada, usa",38.0
39646,"fairless hills, pennsylvania, usa",35.0
39662,"little falls, new york, usa",46.0
39664,"falmouth, nova scotia, canada",48.0
39700,"rosamond, california, usa",32.0
39705,"bel air, maryland, usa",25.0
39773,"miami, florida, usa",49.0
39928,"victoria, british columbia, canada",32.0
39974,"kibbutz ramat yohanan, n/a, israel",26.0
40012,"new plymouth, taranaki, new zealand",44.0
40052,"lakewood, colorado, usa",32.0
40110,"lincoln, nebraska, usa",32.0
40134,"oshawa, ontario, canada",32.0
40136,"los angeles, california, usa",24.0
40197,"voorheesville, new york, usa",55.0
40222,"san diego, california, usa",33.0
40276,"bastrop, texas, usa",43.0
40278,"sorrento, florida, usa",45.0
40299,"holland, ohio, usa",32.0
40316,"mason, michigan, usa",59.0
40330,"germantown, maryland, usa",32.0
40415,"san francisco, california, usa",34.0
40417,"sahuarita, arizona,",32.0
40435,"west palm beach, florida, usa",24.0
40446,"tustin, california, usa",32.0
40450,"midland, texas, usa",32.0
40466,"west roxbury, massachusetts, usa",34.0
40471,"marion, arkansas, usa",39.0
40505,"kalamazoo, ,",32.0
40511,"wauwatosa, wisconsin, usa",40.0
40553,"st. cloud, minnesota, usa",32.0
40559,"san diego, california, usa",32.0
40563,"indianapolis, indiana, usa",32.0
40602,"venice, california, usa",37.0
40612,"sterling heights, michigan, usa",25.0
40617,"shelton, washington, usa",42.0
40627,"würzburg, franconia, germany",29.0
40640,"bowen island, british columbia, canada",39.0
40643,"columbia city, oregon, usa",32.0
40647,"derby, derbyshire, united kingdom",40.0
40680,"cary, north carolina, usa",32.0
40698,"tebbetts, missouri, usa",32.0
40732,"newburgh, indiana, usa",32.0
40748,"vancouver, british columbia, canada",29.0
40772,"nashville, tennessee, usa",49.0
40796,"memphis, tennessee, usa",32.0
40798,"st. louis, missouri, usa",32.0
40838,"wimberley, texas, usa",54.0
40839,"edson, alberta, canada",42.0
40885,"orlando, florida, usa",26.0
40888,"lethbridge, alberta, canada",49.0
40889,"brainerd, minnesota, usa",37.0
40914,"phoenix, arizona, usa",28.0
40922,"pittsboro, north carolina, usa",53.0
40939,"austin, texas, usa",25.0
40943,"oklahoma city, oklahoma, usa",40.0
40958,"lachine, quebec, canada",26.0
41013,"tallahassee, florida, usa",32.0
41056,"oakes, north dakota, usa",32.0
41057,"nanaimo, british columbia, canada",51.0
41058,"alta loma, california, usa",25.0
41080,"stow, massachusetts, usa",32.0
41084,"orlando, florida, usa",36.0
41086,"san jose, california, usa",42.0
41088,"newton, kansas, usa",39.0
41103,"wilayah persekutuan, kuala lumpur, malaysia",32.0
41111,"new york, new york, usa",25.0
41117,"warwick, rhode island, usa",34.0
41123,"houston, texas, usa",40.0
41138,"carrollton, georgia, usa",38.0
41155,"paris, paris, france",41.0
41157,"nottingham, maryland, usa",33.0
41174,"carlos paz, córdoba, argentina",47.0
41177,"austin, texas, usa",38.0
41183,"london, england, united kingdom",31.0
41198,"canberra, australian capital territory, australia",33.0
41227,"datteln, nordrhein-westfalen, germany",40.0
41324,"binghamton, new york, usa",32.0
41351,"monterey, california, usa",32.0
41364,"north little rock, arkansas, usa",34.0
41376,"hazerswoude-dorp, zuid-holland, netherlands",32.0
41385,"sudbury, ontario, canada",32.0
41392,"ottawa, ontario, canada",48.0
41395,"maple, ontario, canada",32.0
41403,"san francisco, california, usa",32.0
41405,"chamblee, georgia, usa",32.0
41425,"christchurch, canterbury, new zealand",31.0
41449,"danville, california, usa",32.0
41450,"denver, colorado, usa",32.0
41455,"toronto, ontario, canada",32.0
41484,"milwaukee, wisconsin, usa",41.0
41557,"gig harbor, washington, usa",32.0
41580,"niles, michigan, usa",47.0
41589,"bellingham, washington, usa",51.0
41596,"mexico city, distrito federal, mexico",40.0
41602,"niagara falls, new york, usa",52.0
41634,"buffalo, minnesota, usa",63.0
41646,"ny, new york, usa",32.0
41667,"cotati, california, usa",32.0
41676,"ronald, washington, usa",68.0
41700,"kerzers, fribourg, switzerland",42.0
41701,"bordeaux, aquitaine, france",25.0
41718,"chino hills, california, usa",43.0
41757,"calgary, alberta, canada",58.0
41760,"simsbury, connecticut, usa",50.0
41781,"clinton twp., michigan, usa",54.0
41831,"toronto, ontario, canada",52.0
41837,"saint paul, minnesota, usa",32.0
41841,"sherwood park, alberta, canada",32.0
41842,"st. charles, missouri, usa",32.0
41854,"rhode-saint-genèse, vlaams brabant, belgium",32.0
41892,"worcester, massachusetts, usa",23.0
41897,"york, england, united kingdom",20.0
41911,"iasi, n/a, romania",19.0
42025,"oulu, pohjois-pohjanmaa, finland",29.0
42055,"huntington beach, california, usa",32.0
42093,"fair haven, new jersey, usa",50.0
42099,"st. louis, missouri, usa",47.0
42113,"chicago, illinois, usa",40.0
42123,"salem, wisconsin, usa",35.0
42145,"campbell river, ,",32.0
42162,"bucksport, maine, usa",18.0
42180,"conshohocken, pennsylvania, usa",30.0
42194,"shreveport, louisiana, usa",56.0
42274,"rapid city, south dakota, usa",26.0
42309,"tigard, oregon, usa",32.0
42323,"madera, california, usa",32.0
42352,"baltimore, maryland, usa",41.0
42362,"louisville, kentucky, usa",37.0
42372,"warner robins, georgia, usa",21.0
42400,"corinella, victoria, australia",32.0
42408,"caldwell, idaho, usa",20.0
42410,"spring, texas, usa",32.0
42419,"west seneca, new york, usa",33.0
42428,"bend, oregon, usa",37.0
42430,"london, ontario, canada",32.0
42450,"chicago, illinois, usa",32.0
42458,"north york, ontario, canada",47.0
42459,"lethbridge, alberta, canada",29.0
42466,"toronto, ontario, canada",38.0
42482,"puyallup, washington, usa",27.0
42491,"mountain view, california, usa",43.0
42492,"asheville, north carolina, usa",30.0
42511,"belvidere, illinois, usa",32.0
42522,"penticton, british columbia, canada",32.0
42573,"dallas, ,",78.0
42594,"palmerston north, manawatu, new zealand",40.0
42597,"san pedro, california, usa",52.0
42601,"coral springs, florida, usa",29.0
42611,"los angeles, california, usa",26.0
42651,"lake mary, florida, usa",32.0
42718,"baldwinsville, new york, usa",50.0
42721,"sidney, british columbia, canada",31.0
42724,"euclid, ohio, usa",37.0
42739,"dublin, n/a, ireland",32.0
42759,"west palm beach, florida, usa",57.0
42798,"bellevue, nebraska, usa",15.0
42803,"putney, vermont, usa",22.0
42831,"porto de mos, leiria, portugal",33.0
42847,"las vegas, nevada, usa",71.0
42852,"st. peters, missouri, usa",24.0
42883,"the woodlands, texas, usa",51.0
42898,"cary, north carolina, usa",32.0
42902,"brisbane, queensland, australia",30.0
42914,"clarksville, indiana, usa",26.0
42935,"kelowna, british columbia, canada",31.0
42944,"allenton, wisconsin, usa",48.0
42948,"fredericton, ,",42.0
42952,"pfafftown, north carolina, usa",32.0
42999,"marion, ,",32.0
43003,"n/a, ohio, usa",103.0
43004,"fresno, california, usa",45.0
43006,"portland, maine, usa",29.0
43021,"carbondale, illinois, usa",32.0
43093,"chambersburg, pennsylvania, usa",22.0
43118,"lisboa, lisboa, portugal",24.0
43157,"windsor, ontario, canada",22.0
43163,"kalamazoo, michigan, usa",21.0
43190,"oshkosh, ,",32.0
43206,"clinton, missouri, usa",24.0
43246,"toronto, ontario, canada",36.0
43282,"ottawa, ontario, canada",32.0
43309,"doylestown, ohio, usa",42.0
43323,"san diego, california, usa",32.0
43359,"sterling, virginia, usa",33.0
43388,"chicago, illinois, usa",42.0
43397,"barcelona, catalunya, spain",33.0
43404,"muncie, indiana, usa",43.0
43418,"maple ridge, british columbia, canada",32.0
43436,"san diego, california, usa",29.0
43466,"north hollywood, california, usa",40.0
43481,"bridgewater, connecticut, usa",57.0
43486,"san jose, california, usa",37.0
43595,"warrenton, virginia, usa",23.0
43619,"shrewsbury, massachusetts, usa",26.0
43626,"matamoras, pennsylvania, usa",41.0
43639,"abita springs, louisiana, usa",52.0
43645,"barcelona, catalonia, spain",33.0
43678,"la jolla, california, usa",32.0
43687,"sacramento, california, usa",27.0
43698,"mesquite, texas, usa",47.0
43806,"delano, minnesota, usa",31.0
43807,"sambro, nova scotia, canada",32.0
43824,"helsinki, uusimaa, finland",23.0
43842,"tucson, ,",32.0
43852,"gainesville, florida, usa",27.0
43873,"pepinster, liege,",43.0
43898,"mckinney, texas, usa",27.0
43901,"falls church, virginia, usa",32.0
43907,"chicago, illinois, usa",54.0
43909,"singapore, n/a, singapore",27.0
43910,"granada hills, california, usa",43.0
43912,"sarnia, ontario, canada",4.0
43920,"san diego, california, usa",29.0
43925,"carthage, missouri, usa",48.0
43962,"renmark, south australia, australia",23.0
44021,"doylestown, pennsylvania, usa",32.0
44052,"sacramento, california, usa",32.0
44089,"leduc, ,",32.0
44091,"ann arbor, michigan, usa",32.0
44190,"mt. crawford, virginia, usa",50.0
44252,"fairview, new jersey, usa",28.0
44269,"port orchard, washington, usa",57.0
44280,"calhoun, missouri, usa",25.0
44295,"salt lake city, utah, usa",33.0
44296,"sydney, new south wales, australia",26.0
44297,"christchurch, canterbury, new zealand",22.0
44331,"latrobe, pennsylvania, usa",32.0
44334,"enumclaw, washington, usa",32.0
44362,"pinedale, wyoming, usa",25.0
44389,"fraser, michigan, usa",32.0
44404,"huntington, new york, usa",32.0
44450,"summerfield, ,",35.0
44467,"san antonio, texas, usa",29.0
44535,"warrensburg, missouri, usa",20.0
44556,"tucson, arizona, usa",96.0
44566,"hanover park, illinois, usa",32.0
44590,"dripping springs, , usa",30.0
44595,"toronto, ontario, canada",39.0
44611,"cary, north carolina, usa",20.0
44647,"lake george, minnesota, usa",54.0
44663,"klang, selangor, malaysia",32.0
44727,"bethesda, maryland, usa",32.0
44728,"florence, alabama, usa",31.0
44743,"new york, new york, usa",29.0
44756,"san diego, california, usa",62.0
44842,"north wales, ,",32.0
44845,"dallas, texas, usa",29.0
44852,"spring, texas, usa",39.0
44893,"alexandria, virginia, usa",32.0
44911,"anchorage, alaska, usa",32.0
44925,"farnborough, england, united kingdom",33.0
44932,"palos verdes peninsula, california, usa",42.0
44949,"melbourne, victoria, australia",21.0
44985,"coupeville, washington, usa",36.0
45014,"tel-aviv, n/a, israel",25.0
45033,"charleston, ,",41.0
45042,"westerville, ohio, usa",38.0
45064,"seattle, washington, usa",32.0
45068,"albuquerque, new mexico, usa",36.0
45107,"montgomery twp, pennsylvania, usa",32.0
45113,"alderson, west virginia, usa",34.0
45114,"edmonton, alberta, canada",32.0
45136,"redmond, washington, usa",25.0
45184,"bay point, california, usa",35.0
45208,"smyrna, georgia, usa",31.0
45230,"cumming, georgia, usa",36.0
45255,"peachtree city, georgia, usa",35.0
45287,"chesapeake, virginia, usa",72.0
45302,"bethlehem, pennsylvania, usa",32.0
45305,"monmouth junction, new jersey, usa",33.0
45315,"ada, michigan, usa",32.0
45340,"canton, ohio, usa",32.0
45359,"ocala, florida, usa",32.0
45383,"elizabethtown, pennsylvania, usa",51.0
45391,"littleton, colorado, usa",23.0
45409,"saginaw, michigan, usa",62.0
45416,"lansing, michigan, usa",48.0
45418,"dingmans ferry, pennsylvania, usa",51.0
45430,"lake oswego, oregon, usa",41.0
45435,"minneapolis, minnesota, usa",32.0
45437,"halifax, nova scotia, canada",27.0
45471,"venice, california, usa",32.0
45507,"clarksburg, new jersey, usa",35.0
45557,"flossmoor, illinois, usa",33.0
45564,"chicago, illinois, usa",37.0
45584,"halifax, nova scotia, canada",29.0
45585,"san diego, california, usa",32.0
45641,"vergennes, ,",2.0
45656,"new orleans, louisiana, usa",25.0
45701,"canton, michigan, usa",32.0
45757,"forest ranch, california, usa",32.0
45765,"mundelein, illinois, usa",52.0
45772,"hampton, virginia, usa",32.0
45778,"metairie, louisiana, usa",32.0
45879,"sebastopol, california, usa",32.0
45899,"quesnel, british columbia, canada",50.0
45904,"boston, massachusetts,",32.0
45911,"san diego, n/a, usa",32.0
46003,"middletown, connecticut, usa",27.0
46047,"sacramento, california, usa",35.0
46050,"duncan, british columbia, canada",39.0
46099,"toronto, ontario, canada",19.0
46133,"lacey, washington, usa",29.0
46145,"chardon, ohio, usa",43.0
46154,"ann arbor, michigan, usa",34.0
46163,"lexington park, maryland, usa",36.0
46165,"littleton, colorado, usa",54.0
46197,"tampere, pirkanmaa, finland",26.0
46258,"albany, california, usa",29.0
46269,"recife, pernambuco, brazil",26.0
46293,"almonte, ontario, canada",38.0
46295,"san mateo, ,",32.0
46297,"belleville, illinois, usa",35.0
46345,"annapolis, maryland, usa",53.0
46350,"granger, indiana, usa",32.0
46351,"paris, ile de france, france",27.0
46374,"vancouver, british columbia, canada",29.0
46389,"pine knoll shores, north carolina, usa",55.0
46394,"grimsby, lincolnshire, united kingdom",32.0
46398,"san antonio, texas, usa",37.0
46417,"plano, texas, usa",32.0
46443,"asheville, north carolina, usa",14.0
46452,"sykesville, maryland, usa",32.0
46461,"hershey, pennsylvania, usa",32.0
46472,"seattle, washington, usa",32.0
46473,"northwood, middlesex, united kingdom",44.0
46534,"chicago, illinois, usa",32.0
46541,"gabriola, british columbia, canada",32.0
46633,"la ronge, saskatchewan, canada",23.0
46651,"leesburg, florida, usa",42.0
46671,"chery hill, new jersey, usa",49.0
46706,"chippenham, england, united kingdom",38.0
46848,"wichita, kansas, usa",52.0
46892,"northridge, california, usa",35.0
46904,"stuart, florida, usa",32.0
46907,"marysville, washington, usa",32.0
46909,"howell, new jersey, usa",31.0
47017,"los angeles, california, usa",32.0
47030,"n/a, channel islands, guernsey",35.0
47075,"san francisco, california, usa",48.0
47117,"houston, texas, usa",34.0
47118,"ellensburg, washington, usa",42.0
47127,"wichita, kansas, usa",35.0
47128,"elmhurst, illinois, usa",33.0
47145,"ottawa, ontario, canada",32.0
47152,"blair, nebraska, usa",33.0
47194,"linton, indiana, usa",36.0
47250,"point clear, alabama, usa",32.0
47279,"stillwater, oklahoma, usa",29.0
47293,"berkley, michigan, usa",41.0
47315,"sioux city, iowa, usa",49.0
47316,"comanche, texas, usa",32.0
47320,"eastampton, new jersey, usa",53.0
47329,"geneva, genève, switzerland",37.0
47368,"ransomville, new york, usa",37.0
47396,"somerville, massachusetts, usa",32.0
47411,"la crescenta, california, usa",45.0
47458,"doylestown, pennsylvania, usa",32.0
47465,"ulsan, south gyeongsang, south korea",23.0
47504,"san antonio, texas, usa",32.0
47512,"melzo, lombardia, italy",28.0
47534,"luzern, luzern, switzerland",45.0
47581,"london, england, united kingdom",35.0
47594,"scottsdale, arizona, usa",52.0
47605,"halifax, nova scotia, canada",27.0
47609,"lubbock, texas, usa",34.0
47635,"kuala lumpur, kuala lumpur, malaysia",32.0
47743,"plainfield, illinois, usa",41.0
47758,"denver, colorado, usa",49.0
47779,"webster, new york, usa",32.0
47793,"natick, massachusetts, usa",32.0
47807,"cincinnati, ohio, usa",31.0
47819,"stuttgart/esslingen, baden-wuerttemberg, germany",32.0
47856,"ottawa, ontario, canada",32.0
47860,"bryant, arkansas, usa",32.0
47861,"las vegas, nevada, usa",32.0
47925,"lynnwood, washington, usa",32.0
47971,"toronto, ontario, canada",40.0
47974,"olympia, washington, usa",32.0
47975,"portland, oregon, usa",37.0
47987,"fayetteville, north carolina, usa",38.0
48025,"concordia, missouri, usa",43.0
48037,"delaware water gap, pennsylvania, usa",16.0
48046,"central sq., new york, usa",32.0
48057,"toronto, ontario, canada",32.0
48138,"oakland, california, usa",29.0
48213,"san mateo, california, usa",32.0
48215,"san francisco, california, usa",32.0
48217,"portland, oregon, usa",40.0
48261,"portland, oregon, usa",53.0
48268,"vienna, vienna, austria",18.0
48313,"calabasas, california, usa",13.0
48339,"quincy, massachusetts, usa",26.0
48342,"middle grove, new york, usa",18.0
48355,"florence, arizona, usa",35.0
48407,"seattle, washington, usa",55.0
48421,"unknown, massachusetts, usa",32.0
48424,"westborough, massachusetts, usa",49.0
48445,"westbury, new york, usa",35.0
48449,"kansas city, kansas, usa",32.0
48455,"hometown, minnesota, usa",32.0
48468,"itasca, illinois, usa",50.0
48474,"erina, new south wales, australia",32.0
48494,"lemon grove, california, usa",51.0
48525,"philadelphia, pennsylvania, usa",15.0
48539,"birmingham, alabama, usa",23.0
48553,"virginia beach, virginia, usa",32.0
48579,"cleveland, oklahoma, usa",24.0
48595,"dover, new hampshire, usa",23.0
48630,"n/a, new jersey, usa",34.0
48644,"sydney, new south wales, australia",42.0
48743,"freeport, ,",32.0
48753,"memphis, tennessee, usa",32.0
48787,"leicester, leicestershire, united kingdom",36.0
48911,"new orleans, louisiana, usa",57.0
48929,"bristol, new hampshire, usa",32.0
48970,"duvall, washington, usa",32.0
48971,"vernon, connecticut, usa",48.0
48975,"beaver dams, new york, usa",32.0
48995,"peoria, arizona, usa",44.0
48999,"lancaster, ohio,",32.0
49061,"seattle, washington, usa",32.0
49109,"west jordan, utah, usa",38.0
49144,"ferreries, illes balears, spain",43.0
49154,"thibodaux, louisiana, usa",41.0
49155,"barcelona, ,",26.0
49166,"cincinnati, ohio, usa",17.0
49177,"carlisle, pennsylvania,",32.0
49212,"san francisco, california, usa",38.0
49225,"medina, ohio, usa",32.0
49260,"los altos, california, usa",59.0
49262,"san diego, california, usa",26.0
49277,"vancouver, british columbia,",33.0
49289,"delta, british columbia, canada",32.0
49300,"loveland, colorado, usa",32.0
49314,"decatur, georgia, usa",32.0
49373,"lisboa, lisboa, portugal",18.0
49392,"boston, massachusetts, usa",28.0
49403,"maplewood, minnesota, usa",47.0
49404,"parkersburg, west virginia, usa",32.0
49422,"regensburg, bayern, germany",32.0
49423,"deer mountain, utah, usa",26.0
49460,"., kansas, usa",37.0
49582,"le mans, pays de la loire, france",29.0
49635,"seattle, washington, usa",32.0
49640,"reading, england, united kingdom",40.0
49661,"wauwatosa, wisconsin, usa",18.0
49668,"sinai, south dakota, usa",45.0
49679,"ames, iowa, usa",36.0
49683,"houston, texas, usa",23.0
49766,"columbia, tennessee, usa",32.0
49771,"san antonio, texas,",35.0
49792,"denver, pennsylvania, usa",32.0
49809,"indiana, pennsylvania, usa",32.0
49827,"franklin, new jersey, usa",28.0
49842,"staten island, new york, usa",40.0
49889,"orem, utah, usa",32.0
49900,"catonsville, maryland, usa",48.0
49980,"new hartford, new york, usa",27.0
49994,"clintonville, wisconsin, usa",40.0
49998,"garland, texas, usa",32.0
50007,"oak park, illinois, usa",54.0
50010,"arlington, virginia, usa",31.0
50073,"south portland, maine, usa",32.0
50092,"san jose, california, usa",48.0
50110,"olympia, washington, usa",60.0
50114,"milwaukee, wisconsin, usa",32.0
50129,"reynolds, ,",32.0
50130,"north charleston, south carolina, usa",53.0
50131,"minneapolis, minnesota, usa",32.0
50141,"minneapolis, minnesota, usa",58.0
50143,"burträsk, västerbotten, sweden",16.0
50157,"new york, new york, usa",43.0
50204,"lebanon, pennsylvania, usa",36.0
50205,"oceanside, california, usa",62.0
50206,"palm bay, florida, usa",36.0
50225,"fresno, california, usa",32.0
50321,"ourense, ourense, spain",40.0
50330,"sprendlingen, rheinland-pfalz, germany",25.0
50376,"sydney, new south wales, australia",25.0
50456,"santa monica, california, usa",32.0
50464,"south, england, united kingdom",42.0
50504,"new freedom, ,",32.0
50526,"redwood city, california, usa",30.0
50533,"waterloo, new york, usa",36.0
50539,"endicott, new york, usa",42.0
50545,"north highlands, california, usa",32.0
50547,"toronto, ontario, canada",32.0
50550,"southaven, mississippi, usa",32.0
50566,"battle creek, michigan, usa",27.0
50570,"kitchener, ontario, canada",29.0
50681,"asheville, north carolina, usa",50.0
50730,"mcallen, texas, usa",32.0
50748,"ridge, new york, usa",32.0
50749,"peterborough, england, united kingdom",32.0
50807,"lincoln, new hampshire, usa",73.0
50823,"sacramento, california, usa",32.0
50824,"everett, washington, usa",71.0
50832,"hanover, massachusetts, usa",32.0
50849,"prince albert, saskatchewan, canada",52.0
50858,"nacogdoches, , usa",19.0
50859,"erin, tennessee, usa",26.0
50895,"calverton, new york, usa",32.0
50955,"mountain view, colorado, usa",34.0
51071,"talkeetna, alaska, usa",30.0
51082,"columbus, ohio, usa",30.0
51094,"milton, ontario, canada",32.0
51100,"new braunfels, texas, usa",25.0
51102,"coburg, oregon,",32.0
51165,"ottawa, ontario, canada",35.0
51192,"milwaukee, wisconsin, usa",48.0
51197,"franklin, new jersey, usa",32.0
51207,"mountain city, tennessee, usa",35.0
51224,"seattle, , usa",32.0
51252,"yucca valley, california, usa",32.0
51269,"bremen, bremen,",32.0
51350,"monroe, ,",32.0
51359,"lenexa, kansas, usa",32.0
51364,"toronto, ontario, canada",40.0
51365,"shelbyville, kentucky, usa",48.0
51386,"adrian, michigan, usa",41.0
51403,"frankfurt, , germany",32.0
51440,"buffalo, minnesota, usa",32.0
51442,"ripon, california, usa",32.0
51449,"derby, england, united kingdom",26.0
51450,"lawrenceville, georgia, usa",54.0
51463,"manchester, england, united kingdom",32.0
51469,"jacksonville, florida, usa",32.0
51481,"wiesenthau, bayern, germany",32.0
51526,"long beach, california, usa",34.0
51545,"branson, missouri, usa",67.0
51571,"phoenix, arizona, usa",49.0
51589,"jacksonville, florida, usa",32.0
51627,"orange county, california, usa",24.0
51634,"goshen, indiana, usa",32.0
51663,"lakeville, minnesota, usa",43.0
51665,"lebanon, pennsylvania, usa",33.0
51682,"fredericton, new brunswick, canada",32.0
51687,"san francisco, california, usa",32.0
51742,"brooklyn, new york, usa",32.0
51783,"bristol, rhode island, usa",36.0
51803,"brantford, ontario, canada",34.0
51805,"mequon, wisconsin, usa",36.0
51840,"pittsburgh, pennsylvania, usa",32.0
51856,"wichita,, kansas, usa",59.0
51883,"jasper, missouri, usa",31.0
51891,"downers grove, illinois, usa",37.0
51924,"greenwood, british columbia, canada",32.0
51944,"kennewick, washington, usa",51.0
51962,"blacksburg, virginia, usa",32.0
51974,"münchen, bayern, germany",32.0
51982,"hackensack, new jersey, usa",39.0
51990,"wake forest, north carolina, usa",53.0
51992,"west fairlee, vermont, usa",43.0
52002,"bloomington, indiana, usa",32.0
52011,"burlington, ontario, canada",37.0
52021,"lodi, california, usa",27.0
52025,"rockwell, north carolina, usa",27.0
52044,"atlanta, georgia, usa",46.0
52060,"ottawa, ontario, canada",38.0
52130,"jenkintown, pennsylvania, usa",32.0
52141,"salt lake city, utah, usa",32.0
52159,"richmond, california, usa",49.0
52175,"johnstown, pennsylvania, usa",32.0
52199,"houston, texas, usa",47.0
52203,"calais, pas de calais, france",32.0
52256,"duluth, minnesota, usa",17.0
52293,"lombard, illinois, usa",61.0
52313,"roma, lazio, italy",32.0
52320,"hong kong, n/a, hong kong",32.0
52323,"karlsruhe, baden-wuerttemberg, germany",38.0
52350,"lisboa, n/a, portugal",31.0
52352,"mayne island, british columbia, canada",70.0
52420,"san diego, california, usa",28.0
52425,"taos, new mexico, usa",32.0
52435,"jacksonville, florida, usa",32.0
52437,"worcester, worcestershire, united kingdom",32.0
52438,"davis, california, usa",32.0
52441,"hackham, south australia, australia",30.0
52459,"ottawa, ontario, canada",32.0
52472,"frisco/dallas, texas, usa",209.0
52497,"danang, danang, vietnam",22.0
52521,"safety harbor, florida, usa",38.0
52525,"jacksonville, florida, usa",34.0
52584,"livermore, california, usa",45.0
52586,"london, england, united kingdom",26.0
52606,"palmerston north, manawatu, new zealand",40.0
52614,"toccoa, ga., usa",33.0
52670,"palm harbor, florida, usa",32.0
52673,"barcelona, catalunya, spain",26.0
52676,"clematis, victoria, australia",48.0
52805,"redmond, washington, usa",26.0
52807,"three hills, alberta, canada",38.0
52811,"rapid river, michigan, usa",33.0
52834,"new york, new york, usa",49.0
52851,"sausalito, california, usa",32.0
52853,"yuba city, california, usa",61.0
52887,"san lorenzo, california, usa",32.0
52917,"bellevue, washington, usa",42.0
52987,"shelton, washington, usa",14.0
52994,"colton, oregon, usa",32.0
53042,"wethersfield, connecticut, usa",59.0
53046,"laurens, south carolina, usa",32.0
53069,"greensburg, indiana,",32.0
53077,"lansdowne, pennsylvania, usa",45.0
53140,"caldwell, idaho, usa",32.0
53150,"ottawa, , canada",32.0
53174,"orlando, florida, usa",29.0
53189,"shelby, alabama, usa",32.0
53220,"fullerton, california, usa",36.0
53229,"minneapolis, minnesota, usa",35.0
53236,"bethany, missouri, usa",16.0
53241,"hillsborough, new jersey, usa",32.0
53249,"gahanna, ohio, usa",32.0
53254,"mountain view, california, usa",17.0
53256,"sterlington, louisiana, usa",21.0
53265,"woodstock, georgia, usa",46.0
53278,"toronto, ontario, canada",34.0
53281,"mississauga, ontario, canada",32.0
53300,"raby, new south wales, australia",15.0
53301,"milpitas, california, usa",29.0
53304,"south burlington, vermont, usa",52.0
53332,"hampton, virginia, usa",41.0
53365,"canal winchester, ohio, usa",29.0
53376,"miami, florida, usa",27.0
53377,"south charleston, ohio, usa",32.0
53392,"minneapolis, minnesota, usa",34.0
53408,"college station, texas, usa",22.0
53414,"minoa, new york, usa",49.0
53418,"puyallup, washington, usa",28.0
53420,"minneapolis, minnesota, usa",33.0
53430,"minneapolis, minnesota, usa",25.0
53456,"ne portland, oregon,",32.0
53458,"fairfield, ,",54.0
53515,"kincardine, ,",32.0
53520,"ottawa, ontario, canada",59.0
53537,"richmond, indiana, usa",32.0
53545,"los angeles, california, usa",32.0
53559,"virginia beach, virginia, usa",31.0
53575,"watkins glen, new york, usa",30.0
53577,"brooklyn, new york, usa",32.0
53590,"thalwil, zurich, switzerland",40.0
53605,"davao, davao del sur, philippines",17.0
53614,"barreiro, barreiro, portugal",30.0
53628,"brest, bretagne, france",22.0
53663,"baltimore, maryland, usa",51.0
53664,"maple ridge, british columbia, canada",32.0
53722,"barcelona, catalunya, spain",32.0
53724,"richardson, texas, usa",27.0
53729,"balingup, western australia, australia",32.0
53790,"bronx, ny, new york, usa",32.0
53841,"tampa, florida, usa",26.0
53846,"bloomington, indiana, usa",55.0
53934,"n/a, , n/a - on the road",27.0
53978,"carrboro, north carolina, usa",37.0
54005,"lacey, washington, usa",59.0
54010,"monnickendam, noord holland, netherlands",41.0
54072,"van nuys, california, usa",32.0
54076,"kitchener, ontario, canada",32.0
54095,"kingston, ontario, canada",47.0
54142,"adelaide, south australia, australia",32.0
54193,"bartlesville, oklahoma, usa",27.0
54206,"philadelphia, pennsylvania, usa",24.0
54218,"kaiserslautern, rheinland-pfalz, germany",27.0
54222,"wichita, kansas, usa",32.0
54236,"las cruces, new mexico, usa",66.0
54283,"las vegas, nevada, usa",33.0
54311,"blythwood, south carolina, usa",32.0
54329,"cayce, south carolina, usa",32.0
54335,"north haven, connecticut, usa",43.0
54374,"london, ontario, canada",24.0
54403,"elizabethtown, pennsylvania, usa",32.0
54412,"shellharbour, new south wales, australia",45.0
54453,"boise, idaho, usa",32.0
54497,"huntingtown, maryland, usa",48.0
54511,"austin, texas, usa",50.0
54512,"lakewood, colorado, usa",47.0
54528,"canyon country, california, usa",55.0
54547,"bismarck, missouri, usa",36.0
54564,"cottge grove, minnesota, usa",34.0
54578,"quincy, massachusetts,",32.0
54589,"chicago, illinois, usa",49.0
54605,"penngrove, california, usa",32.0
54622,"kuala lumpur, federal territory, malaysia",32.0
54624,"wichita, kansas, usa",34.0
54652,"lake charles, louisiana, usa",30.0
54731,"zurich, n/a, switzerland",28.0
54740,"newark, delaware, usa",34.0
54812,"lakewood, colorado, usa",41.0
54817,"aylesbury, buckinghamshire, united kingdom",25.0
54828,"hamburg, hamburg, germany",32.0
54833,"new cumberland, pennsylvania,",34.0
54884,"nashua, new hampshire, usa",33.0
54889,"culbertson, montana, usa",32.0
54898,"pine beach, new jersey, usa",35.0
54911,"gridley, california, usa",17.0
54925,"san francisco, california, usa",32.0
54968,"amsterdam, massachusetts, netherlands",32.0
54997,"san francisco, california, usa",31.0
55006,"calgary, alberta, canada",34.0
55021,"santa clara, california, usa",44.0
55027,"burlington, north carolina, usa",44.0
55065,"columbus, mississippi, usa",31.0
55075,"seattle, washington, usa",33.0
